order_id,customer_id,sector_id,planned_delivery_duration
581,120,3,170
582,12,3,176
583,139,1,175
584,258,1,175
585,103,1,175
586,86,2,176
587,134,3,180
588,221,2,175
589,312,1,175
590,309,3,176
591,18,1,175
592,133,1,177
593,3,3,175
594,197,2,177
595,254,1,178
596,222,3,175
597,267,1,176
598,311,3,176
599,18,3,177
600,159,3,178
601,140,3,169
602,120,3,175
603,251,2,170
604,242,2,176
605,202,2,175
606,2,2,177
607,118,3,179
608,46,3,178
609,301,1,179
610,73,3,175
611,57,2,176
612,222,1,176
613,199,3,176
614,280,1,180
615,47,3,175
616,166,3,178
617,256,3,175
618,287,1,177
619,233,2,177
620,26,3,176
621,294,3,179
622,35,3,177
623,307,1,178
624,208,2,176
625,230,2,177
626,130,2,175
627,192,1,200
628,197,3,177
629,124,1,176
630,303,1,176
631,129,1,177
632,258,1,177
633,280,2,180
634,283,1,175
635,29,3,177
636,10,1,177
637,74,3,176
638,198,3,179
639,174,2,169
640,108,2,176
641,161,2,200
642,222,3,177
643,229,1,169
644,262,2,175
645,272,2,175
646,272,3,179
647,85,2,176
648,111,1,176
649,7,2,175
650,58,3,175
651,73,2,176
652,113,3,176
653,128,1,176
654,28,3,176
655,219,1,176
656,257,2,180
657,39,3,177
658,189,1,200
659,163,2,178
660,196,2,200
661,145,1,176
662,46,3,170
663,123,3,179
664,152,1,175
665,40,2,170
666,27,1,180
667,109,3,175
668,318,2,178
669,228,3,177
670,32,2,200
671,6,3,175
672,7,3,176
673,61,2,178
674,259,1,179
675,63,1,170
676,147,1,177
677,109,3,180
678,225,2,175
679,261,1,177
680,287,1,179
681,60,3,177
682,93,1,200
683,173,3,176
684,284,1,176
685,266,1,177
686,84,1,177
687,153,2,175
688,158,2,175
689,254,2,169
690,49,3,176
691,284,2,176
692,172,3,176
693,215,2,176
694,172,3,177
695,138,1,175
696,262,3,175
697,133,1,176
698,118,3,177
699,227,3,175
700,204,2,179
701,143,3,175
702,158,1,176
703,50,2,175
704,289,1,176
705,228,1,179
706,70,3,175
707,264,2,176
708,103,2,170
709,65,2,175
710,125,1,176
711,113,1,178
712,182,1,177
713,32,3,175
714,94,3,177
715,26,2,177
716,79,2,200
717,279,3,175
718,270,1,176
719,40,1,177
720,225,3,175
721,25,2,177
722,130,1,177
723,14,1,175
724,301,2,176
725,226,1,175
726,268,2,175
727,18,3,176
728,117,1,178
729,122,3,176
730,297,1,175
731,124,1,169
732,110,2,176
733,200,1,177
734,251,2,177
735,283,1,170
736,280,3,177
737,116,1,169
738,59,1,178
739,123,1,178
740,76,1,175
741,65,2,176
742,237,1,177
743,3,2,176
744,144,1,178
745,134,1,176
746,230,1,176
747,151,3,177
748,256,2,180
749,237,1,176
750,48,3,176
751,298,2,169
752,72,2,175
753,227,2,175
754,189,2,179
755,64,1,170
756,40,2,175
757,119,1,178
758,267,3,170
759,144,1,175
760,9,3,169
761,120,2,180
762,44,3,180
763,314,2,180
764,257,2,178
765,147,1,179
766,14,1,175
767,141,1,176
768,14,2,176
769,7,2,169
770,201,1,175
771,131,1,175
772,26,3,176
773,312,1,176
774,98,3,170
775,55,2,175
776,290,3,177
777,110,3,176
778,263,2,176
779,113,3,179
780,189,2,178
781,67,2,176
782,246,1,169
783,152,2,178
784,93,1,177
785,79,2,176
786,171,1,169
787,92,3,176
788,227,1,178
789,219,2,178
790,227,3,180
791,218,2,176
792,92,1,176
793,118,3,177
794,94,1,177
795,21,3,176
796,77,1,175
797,195,2,179
798,281,3,176
799,188,3,175
800,51,2,178
801,6,1,169
802,268,2,176
803,307,3,175
804,160,2,177
805,266,1,178
806,244,1,177
807,155,3,176
808,317,2,176
809,270,2,178
810,74,2,177
811,199,1,178
812,132,1,176
813,285,3,170
814,173,2,179
815,319,3,177
816,263,1,176
817,62,3,177
818,60,2,175
819,11,2,175
820,175,3,177
821,279,2,176
822,250,1,175
823,125,3,177
824,151,3,177
825,101,2,176
826,186,1,176
827,56,3,176
828,274,2,200
829,239,1,176
830,22,1,177
831,39,3,175
832,175,3,200
833,93,1,176
834,291,1,175
835,146,1,175
836,254,1,169
837,213,2,178
838,180,2,176
839,82,2,176
840,312,3,177
841,110,1,179
842,174,1,175
843,258,2,200
844,163,3,177
845,40,3,175
846,144,1,175
847,165,3,177
848,111,1,176
849,235,3,180
850,137,2,175
851,162,1,178
852,124,3,175
853,265,3,175
854,2,3,177
855,17,2,177
856,266,3,179
857,114,3,175
858,290,2,177
859,135,1,177
860,289,2,176
861,11,2,176
862,235,1,175
863,194,3,179
864,41,2,169
865,112,1,178
866,296,1,169
867,42,3,178
868,128,1,200
869,174,2,175
870,126,1,175
871,81,2,177
872,294,3,176
873,304,1,176
874,190,1,177
875,245,3,179
876,16,3,175
877,110,1,175
878,102,1,177
879,132,3,176
880,232,2,176
881,315,3,180
882,248,3,169
883,185,2,176
884,64,1,178
885,121,3,178
886,160,3,175
887,44,2,175
888,70,2,176
889,279,1,177
890,288,2,176
891,185,2,175
892,307,1,180
893,21,1,170
894,235,1,178
895,234,1,200
896,234,3,176
897,68,1,176
898,30,3,179
899,26,1,179
900,238,1,176
901,194,1,175
902,307,3,176
903,122,1,175
904,4,1,170
905,88,1,180
906,86,1,176
907,156,3,177
908,196,3,179
909,13,1,178
910,176,3,179
911,130,2,175
912,147,1,177
913,13,3,176
914,305,2,177
915,162,1,176
916,50,2,177
917,82,1,178
918,178,3,177
919,196,3,175
920,58,1,179
921,298,2,175
922,237,2,177
923,18,3,175
924,156,2,179
925,266,1,177
926,122,2,200
927,308,3,178
928,195,3,177
929,100,3,175
930,214,3,175
931,198,2,177
932,46,3,175
933,132,2,177
934,218,2,178
935,49,3,177
936,4,2,178
937,169,2,175
938,159,3,176
939,0,2,179
940,189,2,170
941,48,1,178
942,251,2,176
943,98,3,177
944,210,2,179
945,216,1,169
946,276,1,179
947,307,3,170
948,220,1,200
949,177,2,179
950,56,3,178
951,310,1,170
952,92,2,177
953,11,1,175
954,67,3,175
955,249,3,176
956,28,1,175
957,253,3,176
958,100,1,175
959,228,3,177
960,188,3,176
961,4,3,178
962,55,1,175
963,50,2,177
964,154,2,178
965,203,2,177
966,92,2,176
967,285,1,175
968,184,3,176
969,265,1,175
970,308,3,175
971,180,1,175
972,6,3,170
973,261,1,175
974,101,3,175
975,308,2,175
976,225,2,200
977,111,1,177
978,284,3,176
979,168,1,177
980,259,3,180
981,280,1,178
982,61,2,175
983,145,2,175
984,250,1,175
985,50,2,180
986,176,2,176
987,125,2,176
988,185,2,178
989,216,1,177
990,145,1,175
991,24,1,175
992,33,3,177
993,268,3,176
994,17,1,177
995,279,3,177
996,50,3,177
997,11,1,200
998,60,3,175
999,290,1,177
